UniProt_ID,clean_global,clean_PICNIC_score,clean_PICNIC_GO_score,clean_PSAP_score,clean_PSPHunter_prob,clean_PSPire_score,clean_FuzDrop_pLLPS,clean_catGRANULE_score,clean_PLAAC_NLLR,clean_PScore_score,clean_ESpritz_score,clean_SEG_score,clean_DeepPhase_score,clean_SaPS_score,clean_PdPS_score,clean_PDL_score,clean_RY_score,clean_ParSe2_score,clean_LLPhyScore_score
Q14432,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P16234,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09619,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
I3L0A0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O96011,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q96HS1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O00264,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O15173,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9P0L9,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08F94,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O60733,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True
Q13018,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UL19,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8IV08,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9HBL7,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9Y342,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P60201,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O14495,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q7Z2D5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q9UIW2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O75051,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P51805,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P40967,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True
Q8IY17,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
Q96HA1,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
A8CG34,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q5SGD2,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9HCU5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P14222,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True
Q8TB68,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q99946,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P49768,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P49810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q6ISU1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P43119,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13308,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08575,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P23468,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10586,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13332,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q92729,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P23471,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q00765,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07949,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True
Q9H6L5,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True
P47804,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8IXI2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8IXI1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q96TC7,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9NV58,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04843,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04844,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9P2E9,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q5JTH9,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16799,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O95197,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9NQC3,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q92736,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H228,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9NTJ5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8N9R8,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q4G0T1,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O00767,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q86SK9,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O75880,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P31431,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True
O75396,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P60468,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H9B4,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9BWM7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8TD22,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q92629,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8N114,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True
A6NL88,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q99720,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P78324,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13291,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True
P55011,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H2X9,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P53985,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9P2U7,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P43004,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P43003,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
P53007,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q02978,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
O75746,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UJS0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H1K4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H936,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q6NUK1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q00325,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H0C2,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P12235,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q96AG3,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05141,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P12236,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q6PCB7,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q6P1M0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11166,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q9NY26,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
P08195,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02730,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9Y6R1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P13866,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P31645,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UPR5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14BN4,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9NY59,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O15079,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q99523,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UBP0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q15005,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O15270,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True
Q9Y5M8,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
P32745,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9NRC1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q86WV6,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True
P27105,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q69YW2,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q86Y82,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16623,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P61266,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q12846,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O15400,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UNK0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
O94901,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UH99,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q7L0J3,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q8NF91,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08247,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P21579,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O00445,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O43581,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q16635,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9UL54,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q03518,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q03519,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O15533,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False
P59534,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
P36897,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O14925,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q3ZCQ8,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9BRN9,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P17152,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True
Q9H061,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q92545,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14DG7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q5SNT2,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q96A57,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9H330,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q8N2U0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9BTV4,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P42167,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O14763,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True
Q15388,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O96008,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O94826,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P56180,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q6XPS3,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13507,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9HCX4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9HCF6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
A6NH52,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q06418,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q92575,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P47985,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O75445,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
P63027,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15836,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9P0L0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O95292,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P21796,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P45880,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q9Y277,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
O76024,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q5BJH7,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True
Q9GZM5,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
Q96TA2,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q05996,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
