uniprot_id,pmid,class_,primary_name,organism
P0DTC9,33477032,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,38718862,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33895773,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,34371045,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0C796,34606793,PS-other,N,Borna disease virus 1
P0DTC9,33997662,PS-other,N,Severe acute respiratory syndrome coronavirus 2
K9N4V7,39684875,PS-other,N,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012)
P0DTC9,34780058,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,32901111,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P59595,39684875,PS-other,N,Severe acute respiratory syndrome coronavirus
P0DTC9,39684875,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P33469,39684875,PS-other,N,Human coronavirus OC43
P15130,39684875,PS-other,N,Human coronavirus 229E
Q5MQC6,39684875,PS-other,N,Human coronavirus HKU1 (isolate N1)
Q6Q1R8,39684875,PS-other,N,Human coronavirus NL63
P0DTC9,40086356,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33200826,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,40107650,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,39894078,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P04851,32270045,PS-other,N,Measles virus (strain Edmonston)
P03418,32963000,PS-other,N,Human respiratory syncytial virus A (strain A2)
P04851,39194235,PS-other,N,Measles virus (strain Edmonston)
P11211,39066190,PS-other,N,Chandipura virus (strain I653514)
A0A2H4H6B8,32878896,PS-other,N,Bovine orthopneumovirus
P0DTC9,38568799,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33290746,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,34734665,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P04851,31375591,PS-other,N,Measles virus (strain Edmonston)
P0DTC9,35040963,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33479219,PS-self,N,Severe acute respiratory syndrome coronavirus 2
D5LWW7,39642233,PS-other,N,Mumps virus (strain Enders)
P0DTC9,38376366,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,35652658,PS-other,N,Severe acute respiratory syndrome coronavirus 2
Q6WBA1,35536005,PS-other,N,Human metapneumovirus (strain CAN97-83)
Q77X51,38421168,PS-other,N,Bovine orthopneumovirus
P0DTC9,38446881,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33247108,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,34400613,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P03521,31484749,PS-other,N,Vesicular stomatitis Indiana virus (strain San Juan)
P0DTC9,34634033,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,36681763,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P03418,38072230,PS-other,N,Human respiratory syncytial virus A (strain A2)
P03418,37210029,PS-other,N,Human respiratory syncytial virus A (strain A2)
P0DTC9,37185252,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P16285,36480574,PS-other,N,Rabies virus (strain SAD B19)
P0DTC9,37963251,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,32637943,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,33770364,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,37401177,PS-self,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,39343003,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,37901441,PS-other,N,Severe acute respiratory syndrome coronavirus 2
P0DTC9,37973889,PS-other,N,Severe acute respiratory syndrome coronavirus 2
Q9UMQ5,38811792,PS-other,N-myc,Homo sapiens
Q96AH0,39286502,PS-other,NABP1,Homo sapiens
Q9BQ15,39286502,PS-other,NABP2,Homo sapiens
Q9H9S0,36646707,PS-other,NANOG,Homo sapiens
O60934,35551189,PS-other,NBN,Homo sapiens
Q14596,36810259,PS-other,NBR1,Homo sapiens
Q14596,37847732,PS-other,NBR1,Homo sapiens
Q14596,37192622,PS-other,NBR1,Homo sapiens
Q9SB64,39162855,PS-other,NBR1,Arabidopsis thaliana
P97432,31916398,PS-other,Nbr1,Mus musculus
Q14596,29343546,PS-other,NBR1,Homo sapiens
P16333,26553976,PS-self,NCK1,Homo sapiens
P16333,31268421,PS-other,NCK1,Homo sapiens
P16333,38161366,PS-other,NCK1,Homo sapiens
P16333,25321392,PS-other,NCK1,Homo sapiens
P16333,27056844,PS-other,NCK1,Homo sapiens
Q99M51,35049497,PS-other,Nck1,Mus musculus
Q99M51,37649226,PS-other,Nck1,Mus musculus
P16333,30846599,PS-other,NCK1,Homo sapiens
P09405,36727534,PS-other,Ncl,Mus musculus
P20397,35607824,PS-other,ncl,Xenopus laevis
P19338,36150385,PS-other,NCL,Homo sapiens
P20397,37943867,PS-other,ncl,Xenopus laevis
P09405,32101700,PS-other,Ncl,Mus musculus
P19338,34515347,PS-other,NCL,Homo sapiens
P09405,34515347,PS-other,Ncl,Mus musculus
P09405,38341436,PS-other,Ncl,Mus musculus
Q15788,33850322,PS-self,NCOA1,Homo sapiens
Q15596,36309135,PS-other,NCOA2,Homo sapiens
Q9Y6Q9,33589584,PS-self,NCOA3,Homo sapiens
Q13772,39988734,PS-other,NCOA4,Homo sapiens
Q13772,36066504,PS-other,NCOA4,Homo sapiens
Q5U4H9,35318808,PS-other,Ncoa4,Mus musculus
Q13772,35318808,PS-self,NCOA4,Homo sapiens
Q9WU42,37937963,PS-other,Ncor2,Mus musculus
P46934,37549262,PS-other,NEDD4,Homo sapiens
P46934,36640330,PS-self,NEDD4,Homo sapiens
Q9HC98,39523439,PS-other,NEK6,Homo sapiens
Q9H3P2,33548202,PS-other,NELFA,Homo sapiens
Q9H3P2,36762438,PS-other,NELFA,Homo sapiens
Q9H3P2,37582808,PS-other,NELFA,Homo sapiens
Q8IXH7,33548202,PS-other,NELFCD,Homo sapiens
P18615,33548202,PS-other,NELFE,Homo sapiens
P18615,36603581,PS-other,NELFE,Homo sapiens
P47035,33836082,PS-other,NET1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9H2A3,38969762,PS-self,NEUROG2,Homo sapiens
P35240,36300003,PS-other,NF2,Homo sapiens
P35240,39116228,PS-self,NF2,Homo sapiens
P35240,34453890,PS-other,NF2,Homo sapiens
Q16236,30126895,PS-other,NFE2L2,Homo sapiens
Q16236,32727915,PS-self,NFE2L2,Homo sapiens
Q6NTV9,35607824,PS-other,nhp2,Xenopus laevis
Q9P7H0,37284815,PS-other,nhp2,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q6NTV9,37943867,PS-other,nhp2,Xenopus laevis
P11632,34588591,PS-other,NHP6A,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q17370,32245789,PS-other,nhr-47,Caenorhabditis elegans
P0A6Z6,37210726,PS-self,nikR,Escherichia coli (strain K12)
Q99K10,33927400,PS-other,Nlgn1,Mus musculus
G5EBY3,37665665,PS-other,nmy-2,Caenorhabditis elegans
P37524,36289351,PS-other,noc,Bacillus subtilis (strain 168)
Q14978,36224177,PS-other,NOLC1,Homo sapiens
Q15233,35662392,PS-other,NONO,Homo sapiens
Q15233,38668381,PS-other,NONO,Homo sapiens
Q99K48,36754961,PS-other,Nono,Mus musculus
Q15233,34433054,PS-other,NONO,Homo sapiens
Q15233,37851801,PS-other,NONO,Homo sapiens
Q15233,34249431,PS-self,NONO,Homo sapiens
Q15233,35608889,PS-other,NONO,Homo sapiens
Q15233,33592266,PS-other,NONO,Homo sapiens
Q15233,39592606,PS-other,NONO,Homo sapiens
Q15233,36416237,PS-self,NONO,Homo sapiens
Q15233,29932899,PS-other,NONO,Homo sapiens
P15646,33836082,PS-other,NOP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A0A3L6L1M3,36052646,PS-other,NOP1,Trypanosoma brucei equiperdum
Q9NZM5,36316314,PS-self,NOP53,Homo sapiens
Q12460,33836082,PS-other,NOP56,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q90W60,35607824,PS-other,nop56.L,Xenopus laevis
Q7KTV5,28115706,PS-other,Nopp140,Drosophila melanogaster
P46531,39300145,PS-self,NOTCH1,Homo sapiens
Q60049,38637545,PS-other,nox,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)
P18272,37443171,PS-other,NP,Zaire ebolavirus (strain Mayinga-76)
P03466,30967547,PS-other,NP,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)
P18272,37598728,PS-other,NP,Zaire ebolavirus (strain Mayinga-76)
P18272,37306660,PS-other,NP,Zaire ebolavirus (strain Mayinga-76)
P03466,37013374,PS-other,NP,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)
P03466,37894933,PS-other,NP,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)
Q14207,39621428,PS-self,NPAT,Homo sapiens
O60500,27392146,PS-other,NPHS1,Homo sapiens
O60500,34330769,PS-other,NPHS1,Homo sapiens
O60500,30846599,PS-other,NPHS1,Homo sapiens
O60500,26553976,PS-other,NPHS1,Homo sapiens
O60500,25321392,PS-other,NPHS1,Homo sapiens
Q61937,38649740,PS-other,Npm1,Mus musculus
P06748,30498217,PS-self,NPM1,Homo sapiens
P06748,30981631,PS-other,NPM1,Homo sapiens
P06748,39162498,PS-other,NPM1,Homo sapiens
P06748,31974256,PS-other,NPM1,Homo sapiens
Q61937,32101700,PS-other,Npm1,Mus musculus
P06748,36463407,PS-other,NPM1,Homo sapiens
P06748,39528457,PS-other,NPM1,Homo sapiens
P06748,27212236,PS-self,NPM1,Homo sapiens
P07222,27212236,PS-other,npm1,Xenopus laevis
P06748,30500534,PS-other,NPM1,Homo sapiens
P06748,39108718,PS-other,NPM1,Homo sapiens
P06748,29483575,PS-other,NPM1,Homo sapiens
P06748,39591966,PS-self,NPM1,Homo sapiens
P06748,39108706,PS-other,NPM1,Homo sapiens
P06748,39557835,PS-other,NPM1,Homo sapiens
P06748,27768896,PS-other,NPM1,Homo sapiens
P06748,35513709,PS-self,NPM1,Homo sapiens
P06748,39738032,PS-other,NPM1,Homo sapiens
P07222,31399547,PS-other,npm1,Xenopus laevis
P06748,36220893,PS-other,NPM1,Homo sapiens
Q61937,31399547,PS-other,Npm1,Mus musculus
P06748,39169036,PS-other,NPM1,Homo sapiens
P06748,37705750,PS-other,NPM1,Homo sapiens
P06748,36300826,PS-self,NPM1,Homo sapiens
P06748,36543022,PS-other,NPM1,Homo sapiens
P06748,37516962,PS-other,NPM1,Homo sapiens
P06748,36743470,PS-other,NPM1,Homo sapiens
P06748,37105967,PS-other,NPM1,Homo sapiens
P07222,37943867,PS-other,npm1,Xenopus laevis
P06748,37586369,PS-other,NPM1,Homo sapiens
Q61937,36526633,PS-other,Npm1,Mus musculus
P06748,35864335,PS-other,NPM1,Homo sapiens
Q61937,37202475,PS-other,Npm1,Mus musculus
Q61937,37615668,PS-other,Npm1,Mus musculus
P06748,37540843,PS-self,NPM1,Homo sapiens
P06748,37683610,PS-other,NPM1,Homo sapiens
P06748,38987300,PS-other,NPM1,Homo sapiens
P07222,35607824,PS-other,npm1,Xenopus laevis
P06748,35325178,PS-other,NPM1,Homo sapiens
B7ZP66,35607824,PS-other,npm3.L,Xenopus laevis
G5EEH9,25562883,PS-self,npp-10,Caenorhabditis elegans
Q17602,40082670,PS-other,npp-14,Caenorhabditis elegans
P93002,32810437,PS-other,NPR1,Arabidopsis thaliana
P49146,36219818,PS-other,NPY2R,Homo sapiens
Q15466,39591966,PS-other,NR0B2,Homo sapiens
P49116,39333690,PS-other,NR2C2,Homo sapiens
P49116,33895773,PS-other,NR2C2,Homo sapiens
P04150,32487073,PS-other,NR3C1,Homo sapiens
P04150,36309135,PS-other,NR3C1,Homo sapiens
P22736,34645818,PS-self,NR4A1,Homo sapiens
P43354,34645818,PS-other,NR4A2,Homo sapiens
Q92570,34645818,PS-other,NR4A3,Homo sapiens
Q64249,30449618,PS-other,Nr6a1,Mus musculus
Q9UHY1,38980795,PS-other,NRBP1,Homo sapiens
Q09702,39040524,PS-other,nrd1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q5A791,26238190,PS-other,NRP1,Candida albicans (strain SC5314 / ATCC MYA-2876)
P32770,26238190,PS-other,NRP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q8MT06,28115706,PS-other,Ns1,Drosophila melanogaster
A0A142DXV5,36259663,PS-self,NS2,Bluetongue virus
O95478,39602297,PS-other,NSA2,Homo sapiens
Q96L73,35073946,PS-other,NSD1,Homo sapiens
O96028,33589584,PS-other,NSD2,Homo sapiens
O96028,36918219,PS-other,NSD2,Homo sapiens
P14907,39356635,PS-other,NSP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P14907,17082456,PS-self,NSP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A0A3G1DN32,34524703,PS-other,NSP2,Rotavirus A
Q5Q1N6,36749077,PS-other,NSp2,Human rotavirus A
A0A060LD43,36749077,PS-other,NSP5,Rotavirus A
A0A060LD43,36700549,PS-other,NSP5,Rotavirus A
A3DSG0,34524703,PS-self,NSP5,Rotavirus A
P53935,35269643,PS-other,NST1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P53935,35806385,PS-other,NST1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P33331,29958108,PS-other,NTF2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O45181,37537842,PS-other,nucl-1,Caenorhabditis elegans
O45181,36329008,PS-other,nucl-1,Caenorhabditis elegans
O43809,37414787,PS-other,NUDT21,Homo sapiens
O43809,37777964,PS-other,NUDT21,Homo sapiens
O43809,38762180,PS-other,NUDT21,Homo sapiens
Q7Z417,28306503,PS-self,NUFIP2,Homo sapiens
E9Q7G0,39218187,PS-self,Numa1,Mus musculus
P16554,29467404,PS-other,numb,Drosophila melanogaster
Q9QZS3,37352102,PS-other,Numb,Mus musculus
Q02629,39356635,PS-self,NUP100,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02629,25562883,PS-self,NUP100,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02629,39725032,PS-other,NUP100,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02630,17082456,PS-other,NUP116,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02630,25562883,PS-other,NUP116,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02630,39356635,PS-self,NUP116,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02630,36257947,PS-other,NUP116,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q8WUM0,32706158,PS-other,NUP133,Homo sapiens
P49687,17082456,PS-other,NUP145,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
K9ZRR1,23202855,PS-self,nup153,Xenopus tropicalis
P49790,37924814,PS-self,NUP153,Homo sapiens
A0A3L6KVB1,36257947,PS-self,Nup158,Trypanosoma brucei equiperdum
D3KYQ3,36257947,PS-self,NUP2,Tetrahymena thermophila
D3KYQ3,36765044,PS-self,NUP2,Tetrahymena thermophila
D3KYQ3,36765044,PS-self,NUP2,Tetrahymena thermophila
D3KYQ3,36765044,PS-self,NUP2,Tetrahymena thermophila
D3KYQ3,36765044,PS-self,NUP2,Tetrahymena thermophila
D3KYQ3,25562883,PS-self,NUP2,Tetrahymena thermophila
Q8TEM1,32706158,PS-other,NUP210,Homo sapiens
P35658,32706158,PS-other,NUP214,Homo sapiens
P35658,37516964,PS-other,NUP214,Homo sapiens
Q9PVZ2,23202855,PS-self,nup214.L,Xenopus laevis
Q02199,39356635,PS-other,NUP49,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02199,31723007,PS-self,NUP49,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q02199,17082456,PS-other,NUP49,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q6DEC7,23202855,PS-self,nup50.L,Xenopus laevis
K9ZTJ6,23202855,PS-self,nup54.S,Xenopus laevis
P48837,17082456,PS-other,NUP57,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A0A8J1M527,23202855,PS-self,nup58.L,Xenopus laevis
P37198,36690069,PS-other,NUP62,Homo sapiens
P37198,36482422,PS-other,NUP62,Homo sapiens
P37198,34059832,PS-self,NUP62,Homo sapiens
Q91349,23202855,PS-self,nup62.L,Xenopus laevis
Q9FFK6,38773271,PS-other,NUP88,Arabidopsis thaliana
P52948,33469149,PS-self,NUP98,Homo sapiens
J7I6Y1,23202855,PS-self,nup98,Xenopus tropicalis
Q6PFD9,37516964,PS-other,Nup98,Mus musculus
P52948,37400539,PS-other,NUP98,Homo sapiens
P52948,36138110,PS-self,NUP98,Homo sapiens
P52948,37100914,PS-self,NUP98,Homo sapiens
A0A6I8SCP2,36257947,PS-self,nup98,Xenopus tropicalis
P52948,36304323,PS-other,NUP98,Homo sapiens
P52948,34163069,PS-self,NUP98,Homo sapiens
P52948,39922194,PS-other,NUP98,Homo sapiens
P52948,32706158,PS-other,NUP98,Homo sapiens
P52948,35073946,PS-other,NUP98,Homo sapiens
P52948,33479542,PS-other,NUP98,Homo sapiens
P52948,34903620,PS-self,NUP98,Homo sapiens
Q54EQ8,25562883,PS-self,nup98,Dictyostelium discoideum
P52948,39648588,PS-self,NUP98,Homo sapiens
P52948,25562883,PS-self,NUP98,Homo sapiens
Q9VCH5,25562883,PS-self,Nup98-96,Drosophila melanogaster
F4ID16,25562883,PS-self,NUP98B,Arabidopsis thaliana
F4ID16,36257947,PS-self,NUP98B,Arabidopsis thaliana
Q9WTK0,38360999,PS-other,Nupr1,Mus musculus
O60356,38360999,PS-self,NUPR1,Homo sapiens
P0AFF6,32675239,PS-self,nusA,Escherichia coli (strain K12)
P0AFG0,38387461,PS-other,nusG,Escherichia coli (strain K12)
Q86Y26,37488172,PS-other,NUTM1,Homo sapiens
Q04671,37116470,PS-other,OCA2,Homo sapiens
O15294,37851801,PS-other,OGT,Homo sapiens
P38219,26359986,PS-other,OLA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P38219,38942013,PS-other,OLA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
G5EC86,39167497,PS-other,oma-1,Caenorhabditis elegans
Q96CV9,39420095,PS-other,OPTN,Homo sapiens
O16810,31560342,PS-other,Orc1,Drosophila melanogaster
Q13415,39082875,PS-self,ORC1,Homo sapiens
Q13415,37488096,PS-other,ORC1,Homo sapiens
Q24168,31560342,PS-other,Orc2,Drosophila melanogaster
Q7K2L1,31560342,PS-other,Orc3,Drosophila melanogaster
Q9W102,31560342,PS-other,Orc4,Drosophila melanogaster
Q24169,31560342,PS-other,Orc5,Drosophila melanogaster
Q9Y1B2,31560342,PS-other,Orc6,Drosophila melanogaster
P15962,38484009,PS-other,ORF1,Tomato bushy stunt virus (strain Cherry)
P15962,38515267,PS-self,ORF1,Tomato bushy stunt virus (strain Cherry)
Q2HRC8,39592606,PS-self,ORF11,Human herpesvirus 8 type P (isolate GK18)
Q2HR80,34015248,PS-other,ORF52,Human herpesvirus 8 type P (isolate GK18)
Q2HR80,34387695,PS-other,ORF52,Human herpesvirus 8 type P (isolate GK18)
Q2HR80,36250941,PS-other,ORF52,Human herpesvirus 8 type P (isolate GK18)
Q4JQW6,35670106,PS-other,ORF9,Varicella-zoster virus (strain Oka vaccine)
Q4JQW6,34015248,PS-other,ORF9,Varicella-zoster virus (strain Oka vaccine)
Q9M1K0,38393070,PS-other,ORG3,Arabidopsis thaliana
P38713,32169085,PS-self,OSH3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q6F380,35630784,PS-other,OSJNBb0021G19.17,Oryza sativa subsp. japonica
P25158,37384531,PS-other,osk,Drosophila melanogaster
P25158,39112465,PS-other,osk,Drosophila melanogaster
P25158,30260314,PS-other,osk,Drosophila melanogaster
P03520,30181255,PS-other,P,Vesicular stomatitis Indiana virus (strain San Juan)
Q77M42,31375591,PS-other,P,Measles virus (strain Edmonston-Moraten vaccine)
P03421,32963000,PS-other,P,Human respiratory syncytial virus A (strain A2)
P03421,37762166,PS-other,P,Human respiratory syncytial virus A (strain A2)
P22363,28680096,PS-other,P,Rabies virus (strain CVS-11)
A0A193AUW9,32878896,PS-other,P,Bovine orthopneumovirus
P16380,39066190,PS-other,P,Chandipura virus (strain I653514)
Q77M42,39194235,PS-other,P,Measles virus (strain Edmonston-Moraten vaccine)
P69479,36480574,PS-self,P,Rabies virus (strain ERA)
Q8B9Q8,35536005,PS-self,P,Human metapneumovirus (strain CAN97-83)
Q9YS28,38421168,PS-other,P,Bovine orthopneumovirus
P03421,37210029,PS-self,P,Human respiratory syncytial virus A (strain A2)
P69479,39645030,PS-self,P,Rabies virus (strain ERA)
P69479,36989298,PS-self,P,Rabies virus (strain ERA)
P60166,39642233,PS-self,P/V,Mumps virus (strain SBL)
P35974,32270045,PS-other,P/V,Measles virus (strain Edmonston-AIK-C vaccine)
P0C798,34606793,PS-self,P/X,Borna disease virus 1
P07237,32087196,PS-other,P4HB,Homo sapiens
S5DU62,33197754,PS-other,P6,Cauliflower mosaic virus
O43245,35537448,PS-other,p65,Homo sapiens
O43245,37094986,PS-other,p65,Homo sapiens
P15659,37894933,PS-other,PA,Influenza A virus (strain A/Wilson-Smith/1933 H1N1)
P04147,38942013,PS-other,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04147,28283059,PS-self,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04147,26359986,PS-other,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04147,35269643,PS-other,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04147,35764627,PS-self,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04147,35490076,PS-other,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P04147,26777405,PS-other,PAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
B6K794,40163528,PS-self,pab2,Schizosaccharomyces japonicus (strain yFS275 / FY16936)
P11940,11121440,PS-other,PABPC1,Homo sapiens
P11940,30893049,PS-other,PABPC1,Homo sapiens
P11940,40102686,PS-self,PABPC1,Homo sapiens
P11940,36109629,PS-self,PABPC1,Homo sapiens
P11940,38072230,PS-other,PABPC1,Homo sapiens
Q6P3L1,36745802,PS-self,pabpc1b,Danio rerio
Q86U42,36073763,PS-self,PABPN1,Homo sapiens
Q8CCS6,36306357,PS-other,Pabpn1,Mus musculus
Q86U42,37422193,PS-other,PABPN1,Homo sapiens
Q86U42,38811444,PS-self,PABPN1,Homo sapiens
Q61644,35809574,PS-other,Pacsin1,Mus musculus
P22234,37848033,PS-other,PAICS,Homo sapiens
P53010,31285266,PS-other,PAN2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P36102,38547866,PS-other,PAN3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q58A45,37295429,PS-other,PAN3,Homo sapiens
O97111,32385244,PS-other,par-6,Drosophila melanogaster
P22996,32679076,PS-other,parA,Escherichia coli
P07621,32679076,PS-other,parB,Escherichia coli
B8GW30,34902429,PS-self,parB,Caulobacter vibrioides (strain NA1000 / CB15N)
Q84GE1,34902429,PS-self,parB,Corynebacterium glutamicum
Q9Z340,39218187,PS-self,Pard3,Rattus norvegicus
Q9Z340,32385244,PS-self,Pard3,Rattus norvegicus
Q99NH2,37352102,PS-self,Pard3,Mus musculus
Q9JK83,32385244,PS-other,Pard6b,Mus musculus
Q9JK83,39218187,PS-other,Pard6b,Mus musculus
P09874,38320550,PS-other,PARP1,Homo sapiens
P09874,39496836,PS-other,PARP1,Homo sapiens
P09874,36092926,PS-other,PARP1,Homo sapiens
P09874,37851801,PS-other,PARP1,Homo sapiens
Q9NWS1,37804508,PS-other,PARPBP,Homo sapiens
Q8NI35,39112699,PS-other,PATJ,Homo sapiens
E2QYC9,39112699,PS-other,PATJ,Canis lupus familiaris
Q20374,24176641,PS-other,patr-1,Caenorhabditis elegans
P53297,30982600,PS-self,PBP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P53297,30982603,PS-self,PBP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q57UZ7,37295429,PS-other,PBP1,Trypanosoma brucei brucei (strain 927/4 GUTat10.1)
Q86U86,40087540,PS-other,PBRM1,Homo sapiens
G3X9Z4,40015272,PS-other,Pcf11,Mus musculus
A1Z9W4,40015272,PS-other,Pcf11,Drosophila melanogaster
P35227,37756159,PS-other,PCGF2,Homo sapiens
Q3UK78,34813726,PS-other,Pcgf5,Mus musculus
Q9QYX7,38552623,PS-other,Pclo,Mus musculus
Q15154,29973724,PS-other,PCM1,Homo sapiens
Q15154,37963851,PS-self,PCM1,Homo sapiens
Q9R0L6,31249032,PS-other,Pcm1,Mus musculus
Q9QXV0,35549000,PS-other,Pcsk1n,Mus musculus
P06169,38515267,PS-other,PDC1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O13892,24862735,PS-self,pdc1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
O42958,32513655,PS-other,pdc2,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
O75340,40118863,PS-other,PDCD6,Homo sapiens
Q8WUM4,37450591,PS-self,PDCD6IP,Homo sapiens
Q9H5P4,36964137,PS-other,PDZD7,Homo sapiens
O00541,38654122,PS-other,PES1,Homo sapiens
Q7ZY69,35607824,PS-other,pes1,Xenopus laevis
P80667,37165185,PS-self,PEX13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P53112,37165185,PS-self,PEX14,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P35056,37165185,PS-self,PEX5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q8IJC7,38150475,PS-other,PF3D7_1027700.1,Plasmodium falciparum (isolate 3D7)
O15067,35307352,PS-other,PFAS,Homo sapiens
Q9TZL8,32853565,PS-other,pfk-1.1,Caenorhabditis elegans
P16861,32298230,PS-other,PFK1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P16862,32298230,PS-other,PFK2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P08237,39622827,PS-self,PFKM,Homo sapiens
A0A024WF06,38150475,PS-other,PFTANZ_00075,Plasmodium falciparum Tanzania
Q8BX10,38409220,PS-self,Pgam5,Mus musculus
P00560,38515267,PS-other,PGK1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9TZQ3,34507991,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,37505984,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,35801939,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,32245789,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,31975687,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,30500534,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,24176641,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,19460965,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,39354132,PS-other,pgl-1,Caenorhabditis elegans
Q9TZQ3,30173914,PS-self,pgl-1,Caenorhabditis elegans
Q9TZQ3,30833787,PS-other,pgl-1,Caenorhabditis elegans
G5EBV6,30833787,PS-other,pgl-3,Caenorhabditis elegans
G5EBV6,34106046,PS-self,pgl-3,Caenorhabditis elegans
G5EBV6,30173914,PS-self,pgl-3,Caenorhabditis elegans
