Entry,Location_SL_IDs
Q13261,SL-0162; SL-0182; SL-0310; SL-0097; SL-0134; SL-0089; SL-0112
Q5SZL2,SL-0048
Q8N1D0,
O75541,SL-0191
Q5VV17,
Q96BV0,SL-0191
Q9H9H5,SL-0132; SL-0090
Q9NQ60,SL-0006; SL-0004; SL-0447
Q8IY67,SL-0191; SL-0086
Q9BUN1,SL-0243
Q8IYK8,SL-0039
Q9Y4X0,SL-0191
A0A1W2PPM1,SL-0191
Q8N9M1,
Q5T0B9,SL-0191
Q5T1S8,SL-0039
Q16626,
Q658K8,
Q96HA4,SL-0162
Q9HA90,
Q5TF58,
Q6UXU0,SL-0243
Q8NA03,
Q5JYT7,
P0CW27,
Q5HYW3,
Q5U5X8,
Q7Z5D8,SL-0191
Q9H606,
Q6ZTI0,
O14994,SL-0260
Q05D32,SL-0191
Q15744,SL-0191
Q4G0J3,SL-0190
Q4G163,
Q8NHS0,
Q8WZ74,SL-0138; SL-0284
Q9BT23,SL-0086; SL-0191
Q9BY12,SL-0095; SL-0191
P50607,SL-0086; SL-0191; SL-0243; SL-0039
Q14678,SL-0138; SL-0301; SL-0086; SL-0191
Q6W0C5,SL-0191; SL-0086
Q86VP3,SL-0095; SL-0173
Q86VQ0,SL-0090; SL-0304; SL-0087; SL-0048; SL-0066
Q96C12,SL-0191; SL-0468; SL-0086
Q96EU6,SL-0188
Q96JN8,SL-0046
Q96L08,SL-0039
Q9BSV6,SL-0191; SL-0188
Q9Y5J3,SL-0191
P48443,SL-0191; SL-0086
Q02833,SL-0048
Q14209,SL-0191
Q14511,SL-0138; SL-0191; SL-0132; SL-0291; SL-0086; SL-0118; SL-0090; SL-0448; SL-0066; SL-0087; SL-0026; SL-0251
Q3SXY8,SL-0305; SL-0066; SL-0039; SL-0090
Q96DR7,SL-0300
O43318,SL-0086; SL-0039
P13521,SL-0243
Q15878,SL-0162
Q16384,SL-0114
Q16650,SL-0191
Q3SYF9,
Q86SE8,SL-0191
Q8TAM6,SL-0090
Q8WWQ0,SL-0191
Q92570,SL-0191
Q96SN8,SL-0048; SL-0132; SL-0086; SL-0090
Q9NP98,SL-0191; SL-0298
P01213,SL-0243
P40855,SL-0086; SL-0203
P55199,SL-0191; SL-0186; SL-0031
P57052,SL-0190; SL-0186
Q04743,SL-0191; SL-0279
Q14162,SL-0162
Q3KP22,SL-0179; SL-0276
Q8IV16,SL-0015; SL-0026; SL-0039
Q96SB4,SL-0086; SL-0191; SL-0181; SL-0166; SL-0190; SL-0186; SL-0468
Q99932,SL-0086; SL-0191; SL-0007; SL-0484; SL-0251; SL-0304; SL-0114
Q9H3U7,SL-0025
Q9UM73,SL-0039
A6QL63,SL-0162
O00712,SL-0191
Q14938,SL-0191
Q6ZMZ0,SL-0282; SL-0097
Q9NPJ4,SL-0191; SL-0230
Q9NZ09,SL-0091; SL-0101
Q9NZ52,SL-0267; SL-0100; SL-0093; SL-0231
Q9P2F6,
Q92985,SL-0191; SL-0086
O75154,SL-0100; SL-0231; SL-0048; SL-0467; SL-0469; SL-0134; SL-0267
Q17R89,SL-0284; SL-0232; SL-0516; SL-0283
O14607,SL-0191
Q9BWV1,SL-0039
Q9Y5S9,SL-0191; SL-0186; SL-0086
O96028,SL-0191; SL-0468; SL-0086; SL-0188
Q27J81,SL-0198
Q8TE68,SL-0086
P27815,SL-0198; SL-0301; SL-0091; SL-0162
Q2M2I3,SL-0086; SL-0198
Q3B8N5,SL-0191
P17098,SL-0191
Q8N5I9,SL-0191
Q9H2X8,SL-0171
Q9NSI2,SL-0188
O75064,SL-0132
Q15695,SL-0191
Q96JA4,SL-0162
Q8N5H3,SL-0086; SL-0291
Q6PK04,SL-0468
P0C860,SL-0191
Q8IV50,
B1AJZ9,SL-0117
Q9NNZ3,SL-0162
O75333,SL-0191
Q64ET8,SL-0191
A0A1B0GWH4,SL-0191
Q86UF4,
Q8NCQ2,
Q8N9R0,
Q5SR53,
E9PI22,
H7C350,SL-0162
P0DMB1,
Q49AM3,
E7ERA6,SL-0162
A8MVX0,
Q6ZPA2,
Q6ZRM9,
Q6P435,
Q32Q52,
O14813,SL-0191
O75132,SL-0191; SL-0086; SL-0457
O95343,SL-0191
P31276,SL-0191
Q14152,SL-0086
Q2M1P5,SL-0066; SL-0087
Q5JSP0,SL-0086; SL-0090
Q6ZNE9,SL-0023; SL-0158
Q8IUC6,SL-0023; SL-0091; SL-0173
Q96BR9,SL-0191
Q96R06,SL-0086; SL-0090; SL-0251; SL-0448; SL-0149; SL-0469; SL-0048; SL-0281; SL-0485
Q9NQG7,
Q9NZJ0,SL-0191; SL-0182; SL-0048; SL-0468
Q9UPX6,SL-0039
P23508,SL-0039; SL-0291; SL-0191; SL-0086
Q07352,SL-0191; SL-0086; SL-0281; SL-0230
Q14119,SL-0191
Q6KF10,SL-0243
Q8IVT5,SL-0086; SL-0162; SL-0039; SL-0301; SL-0097
Q96NC0,SL-0191
Q9GZU8,SL-0191
Q9UHL9,SL-0191
O14810,SL-0091; SL-0197; SL-0516
Q13202,SL-0086; SL-0191
Q5R3F8,SL-0162
Q6HA08,SL-0086; SL-0039; SL-0541
Q6NZ36,SL-0191; SL-0468
Q8TBA6,SL-0134
Q96JH7,SL-0191; SL-0086; SL-0095; SL-0135
Q9UFB7,SL-0191
O14798,SL-0039
O60336,SL-0086; SL-0191; SL-0448
P01160,SL-0243; SL-0197; SL-0280
P35453,SL-0191
P53990,SL-0088; SL-0048; SL-0469; SL-0178
P56181,SL-0168
Q6ZNJ1,SL-0095
Q8WV44,SL-0086; SL-0191
Q92686,
Q9H5J8,SL-0191
Q9UHV2,
Q9Y458,SL-0191
O43189,SL-0191; SL-0048
O43248,SL-0191
P01106,SL-0190; SL-0188; SL-0191; SL-0086; SL-0468
Q13956,
Q7Z2D5,SL-0520
Q8N8V4,SL-0293
Q8NCD3,SL-0188; SL-0047
Q96HY6,SL-0097
Q9BXJ0,SL-0243
Q9P286,SL-0173; SL-0086; SL-0191
Q9UBC9,SL-0086
O95049,SL-0039; SL-0265; SL-0191
P11308,SL-0191; SL-0086
P50479,SL-0090; SL-0191; SL-0086; SL-0198; SL-0291; SL-0284; SL-0093; SL-0231; SL-0261
Q9H5N1,SL-0086; SL-0094; SL-0048; SL-0087
O15553,SL-0090; SL-0300; SL-0291; SL-0191; SL-0086; SL-0023
Q5T0J7,
Q9H4G0,SL-0090
Q6ZMI3,SL-0039; SL-0279; SL-0243; SL-0111
Q8NFP9,SL-0086; SL-0162
Q9H0W8,
Q01826,SL-0181; SL-0465
Q05469,SL-0039; SL-0035; SL-0091; SL-0154
Q6WCQ1,SL-0090
Q8IV76,SL-0191
Q9H1H9,SL-0048; SL-0469; SL-0100; SL-0134
Q15654,SL-0090; SL-0118; SL-0191; SL-0086
Q58A45,SL-0230; SL-0086; SL-0191
Q96PU5,SL-0086; SL-0132; SL-0174
Q8WXH0,SL-0183; SL-0241; SL-0039; SL-0090; SL-0173; SL-0190; SL-0314; SL-0118
A6NDY0,SL-0086
Q99742,SL-0191
Q9NS26,SL-0086; SL-0191
Q9Y2L6,SL-0090; SL-0265; SL-0009
Q9Y4H4,SL-0086
P42696,SL-0188
Q96A73,SL-0086
A6NKD9,SL-0265; SL-0009
Q8TF21,SL-0039; SL-0302
Q9P218,SL-0112
Q1KMD3,SL-0191
Q6UWI4,SL-0097
O43423,
P0C7A2,
Q7L311,SL-0173; SL-0172
Q8TF61,
Q96RM1,SL-0086
Q14761,SL-0162
A0A1B0GTH6,SL-0191
F5H4A9,SL-0162
Q8IZP6,
Q8TEF2,SL-0162
Q8N7Y1,
F8WCM5,
Q8N6N2,
Q9Y5P3,
Q6ZRP5,
Q6ZSN1,
O94762,SL-0190; SL-0191; SL-0086
P13647,SL-0086
P46783,SL-0086; SL-0188
Q15459,SL-0191; SL-0186
Q16825,SL-0090
Q71RC2,SL-0496; SL-0091
Q86UC2,SL-0304; SL-0114
Q8IXP5,SL-0091; SL-0191
Q99459,SL-0191; SL-0186; SL-0086
Q99704,SL-0086; SL-0191; SL-0198
Q9BWG6,SL-0190; SL-0186
Q9UKP4,SL-0111
O75170,SL-0086
P0CB47,SL-0086; SL-0191
P20042,SL-0091
P55089,SL-0243
Q5VSY0,SL-0132
Q6PL24,
Q8IWL8,SL-0086; SL-0191
Q96GP6,SL-0162
Q99626,SL-0191
Q9UBN7,SL-0086; SL-0090; SL-0191; SL-0197; SL-0283; SL-0279; SL-0066; SL-0048; SL-0087
Q9UKZ1,SL-0086; SL-0191
O94933,SL-0162
O95171,SL-0086; SL-0162
P17482,SL-0191
Q6ZMN7,
Q6ZN17,SL-0191; SL-0188; SL-0086
Q8NFH5,SL-0185; SL-0182
Q8TC76,SL-0086; SL-0048
Q8TD31,SL-0086; SL-0191
Q92529,
Q99848,SL-0188
Q9NP62,SL-0191
Q9NX94,SL-0162
Q9P2G1,
Q9Y5B6,SL-0191
A1E959,SL-0243; SL-0086; SL-0191
O43313,SL-0191
O76021,SL-0188
P22415,SL-0191
Q06416,SL-0191; SL-0086
Q12809,SL-0039
Q14694,SL-0086; SL-0191; SL-0094
Q14721,SL-0039; SL-0197; SL-0279; SL-0283; SL-0162; SL-0219; SL-0258; SL-0261; SL-0153; SL-0238
Q6P0N0,SL-0191; SL-0047
Q6ZMH5,SL-0026
Q8ND30,
Q8WXI2,SL-0086; SL-0162
Q9UBZ9,SL-0191
O75446,SL-0191
P55347,SL-0191
Q03721,SL-0162
Q14203,SL-0086; SL-0090; SL-0048; SL-0046; SL-0251; SL-0178; SL-0138
Q15768,SL-0162
Q4AC94,SL-0087; SL-0046
Q7Z7C8,SL-0191; SL-0086
Q86UE8,SL-0191; SL-0190; SL-0198; SL-0090
Q92870,SL-0095; SL-0132; SL-0094
Q96E09,SL-0191; SL-0086
Q96S65,SL-0191
A2RUB6,SL-0048; SL-0485; SL-0066; SL-0087; SL-0304; SL-0457; SL-0458; SL-0251; SL-0469
O43439,SL-0191
P47736,SL-0134
Q9H0I2,SL-0048; SL-0046; SL-0087; SL-0066; SL-0251; SL-0448; SL-0304
Q96NZ9,SL-0243; SL-0095
O60331,SL-0039; SL-0147; SL-0086; SL-0118; SL-0009; SL-0301; SL-0473; SL-0141; SL-0191
Q99698,SL-0086
Q9BRR9,
Q14008,SL-0048; SL-0448; SL-0251; SL-0149
Q8NDD1,SL-0468; SL-0188
Q969G3,SL-0191
Q9NQX0,SL-0191
Q05209,SL-0086; SL-0118; SL-0295
Q5VWP3,SL-0191; SL-0178; SL-0465; SL-0091; SL-0238
Q8NDF8,SL-0191; SL-0188; SL-0086
O60224,
A6NJL1,SL-0191
O14545,
Q9H8J5,SL-0162
Q3MIN7,
G9CGD6,
P31275,SL-0191
Q6EEV4,
Q5VWK0,SL-0086
O94819,
Q96SL8,SL-0086; SL-0191
Q9BXN6,SL-0086; SL-0191
A7E2U8,SL-0048
Q5JRC9,
B2RBV5,
E9PJI5,
Q3Y452,SL-0086
Q6ZS02,
Q8NEQ5,SL-0162
Q9H098,
P0DM63,
Q8WY50,
E9PIF3,
Q6ZP98,
Q13470,SL-0086; SL-0162
Q8NCP5,SL-0191
Q8ND04,
Q8WWN9,SL-0086; SL-0039
Q9BQW3,SL-0191
Q9H9H4,SL-0151
Q9Y6X2,SL-0086; SL-0191; SL-0186
O75886,SL-0086; SL-0093
Q04206,SL-0191; SL-0086
Q13433,SL-0039; SL-0292; SL-0370; SL-0015
Q15311,SL-0039; SL-0091; SL-0448; SL-0191; SL-0173
Q8IYI0,SL-0468
Q8NAP8,SL-0191
Q8TAP8,SL-0048; SL-0046
Q92530,SL-0086; SL-0095
Q96GE4,SL-0048; SL-0448
Q96HH9,
Q9NP61,SL-0086; SL-0134
Q9NSI6,SL-0086; SL-0191; SL-0305; SL-0114
Q9Y6Q6,SL-0039; SL-0370
P18509,SL-0243
Q12912,SL-0086; SL-0097; SL-0178; SL-0048; SL-0448; SL-0468
Q7L7X3,SL-0086
Q96DN2,SL-0243
Q9GZR1,SL-0191
Q9NVR5,SL-0086; SL-0542
O95206,SL-0039; SL-0283; SL-0222; SL-0219
P20393,SL-0191; SL-0086; SL-0283; SL-0284
P20749,SL-0191; SL-0086; SL-0198
P50616,SL-0086; SL-0191
P59942,SL-0173
Q07820,SL-0162; SL-0086; SL-0173; SL-0190
Q13370,SL-0162
Q5TA79,
Q5VTB9,SL-0086; SL-0191
Q6UXB8,SL-0243
Q92953,SL-0039; SL-0197; SL-0283
Q9BQ15,SL-0191
Q9GZY6,SL-0039
Q9H6U6,SL-0191; SL-0086; SL-0090; SL-0220
Q9P2H0,SL-0469; SL-0048; SL-0087
Q9UJY1,SL-0086; SL-0191
A8K0Z3,SL-0093; SL-0231; SL-0152; SL-0023; SL-0046
A9YTQ3,SL-0086; SL-0191
O14514,SL-0039; SL-0473; SL-0118; SL-0284; SL-0297; SL-0243
O14836,SL-0162
P31273,SL-0191
Q15475,SL-0191; SL-0086
Q76N89,SL-0086
Q8IYE1,SL-0485; SL-0087
Q8N7E2,SL-0086
Q8TBJ5,SL-0191
Q99996,SL-0132; SL-0086; SL-0048
Q9BQ89,SL-0086; SL-0048; SL-0448
Q9BQY4,SL-0191
Q9UPZ9,SL-0191; SL-0091; SL-0066; SL-0087; SL-0086
Q9Y2D9,SL-0191
Q5F1R6,SL-0086; SL-0191; SL-0188
Q8TDJ6,SL-0260; SL-0526
A0MZ66,SL-0197; SL-0279; SL-0288; SL-0090; SL-0286; SL-0291
P49023,SL-0090; SL-0118; SL-0138
Q7L804,SL-0473; SL-0039; SL-0231
Q86Y46,
Q92481,SL-0191
Q9UJF2,
P51693,SL-0039; SL-0086
Q6NT76,SL-0191; SL-0086; SL-0276; SL-0031; SL-0465
Q86YJ5,SL-0134; SL-0157
Q8IYA6,SL-0448
Q96H15,SL-0039; SL-0466
Q9H4I2,SL-0191
Q14C86,SL-0162; SL-0101
O15350,SL-0191; SL-0086
Q16666,SL-0191; SL-0086
Q6ZVD7,SL-0086; SL-0191; SL-0048; SL-0188
Q08499,SL-0015; SL-0086; SL-0162; SL-0090; SL-0048
Q96NL1,SL-0157; SL-0022
Q9BRJ6,SL-0243
Q6IQ32,SL-0191
P59282,SL-0091; SL-0117
Q8N9L1,SL-0191
Q8IW70,SL-0162
Q9BV97,
Q7RTU0,SL-0191
Q9BXX2,
Q9BVV8,SL-0162
P0C6A0,SL-0191
Q32P51,SL-0191; SL-0086
Q504U0,SL-0086
Q8N2X6,SL-0243
Q9BR10,SL-0162
Q8N7S6,SL-0162
Q96B70,
A6NHN6,SL-0243
Q96EK9,
Q8TEV8,
A0A1B0GU29,SL-0162
F8WFD2,
Q5T319,
Q5VV11,
Q14CM0,SL-0284
Q6NSW7,SL-0191
Q8NEM7,SL-0191
Q96LJ8,SL-0066
Q9NPE2,SL-0191; SL-0243; SL-0171
Q9UM63,SL-0191
A6NI15,SL-0191
O60343,SL-0086
O95416,SL-0191
P02533,SL-0086; SL-0191
Q96T88,SL-0191; SL-0468
Q9BVW5,SL-0086; SL-0191
Q9UPX0,SL-0219; SL-0297; SL-0279
Q9Y613,SL-0086; SL-0090; SL-0472
P35227,SL-0191
Q5TAX3,SL-0191; SL-0086; SL-0495
Q86U42,SL-0191; SL-0086; SL-0186
Q8WXE1,SL-0191
Q92538,SL-0067; SL-0098; SL-0266; SL-0132; SL-0086; SL-0154; SL-0162
Q99990,SL-0191
Q9ULC0,SL-0039; SL-0162; SL-0243
Q9UPW0,SL-0191
P06748,SL-0188; SL-0190; SL-0048
P51116,SL-0495; SL-0086; SL-0515
Q07912,SL-0039; SL-0191; SL-0101; SL-0009; SL-0089; SL-0070; SL-0069; SL-0198; SL-0091
Q6PIV2,SL-0191; SL-0086; SL-0198
Q6ZSJ9,SL-0162; SL-0297
Q7Z7G2,SL-0258; SL-0039
Q9H0X9,SL-0097
Q9H788,SL-0086
Q9UQQ2,
Q9Y4L5,SL-0086; SL-0191; SL-0095; SL-0132
P23582,SL-0243
P35548,SL-0191
P41219,SL-0090; SL-0279; SL-0197
P41970,SL-0191
Q08379,SL-0068; SL-0099; SL-0448
Q8IYH5,SL-0191
Q8NEM0,SL-0048
Q8TDX9,SL-0305
Q92622,SL-0152; SL-0158; SL-0094
Q96II8,SL-0086
Q9HBE1,SL-0191
Q9NR55,SL-0191
Q9P212,SL-0091; SL-0039; SL-0134; SL-0291
P54821,SL-0191
Q13501,SL-0023; SL-0220; SL-0091; SL-0465; SL-0152; SL-0158; SL-0191; SL-0095; SL-0313
Q8N2S1,SL-0111
Q9Y5X4,SL-0191
O00267,SL-0191
Q6P531,SL-0162
Q70SY1,SL-0097; SL-0191
Q92988,SL-0191
Q99612,SL-0191
O75553,SL-0086
Q96RR4,SL-0191; SL-0086; SL-0518
Q8NCF5,SL-0191; SL-0086
Q9UHD8,SL-0090
Q674X7,SL-0090; SL-0086; SL-0092; SL-0191
Q9H3D4,SL-0191
Q9HBQ8,
O95625,SL-0188
Q8N954,SL-0149
Q8TBF4,SL-0190
Q9Y2Q9,SL-0173
O43555,SL-0243
P0C7M4,SL-0191
Q8NC96,SL-0071; SL-0039
Q8TBB5,
Q96J88,
Q8ND82,SL-0191
Q96CX2,SL-0222; SL-0219
Q9BXG8,SL-0086; SL-0191
Q9NV39,
A2RUR9,
O14715,
Q5XKK7,
Q96JM4,
Q5T681,
Q6ZNG2,SL-0191
Q8IYS8,SL-0048; SL-0149
Q8N7Z5,SL-0191; SL-0468
Q9BQE6,
A6NDR6,SL-0191
Q6ZUS6,
Q8N7X2,
A6NE82,
A6NKC9,
Q96QU4,SL-0191
A0A1B0GVY4,SL-0162
E9PQR5,
P0CAT3,
Q96A22,
A0A1B0GW64,SL-0162
A6NGY1,SL-0191
Q8IYA2,
A0A1B0GUS0,
Q8N1L1,
Q6ZWC4,
Q5SRD0,
Q14CZ0,SL-0191; SL-0086
Q53GL7,SL-0188; SL-0086
Q6IE81,SL-0191; SL-0468; SL-0086; SL-0087
Q6R327,SL-0039; SL-0097; SL-0157
Q7L3V2,SL-0173
Q8TDI0,SL-0191; SL-0468
Q8WWN8,SL-0086; SL-0090; SL-0039; SL-0291; SL-0300
Q96I24,SL-0191
Q96MT3,SL-0182; SL-0091
Q9H6E5,SL-0188; SL-0186
Q9P0K7,SL-0090; SL-0501; SL-0138; SL-0038; SL-0191
O15516,SL-0191; SL-0086; SL-0091
Q13185,SL-0191
Q14789,SL-0134
Q16512,SL-0086; SL-0191; SL-0101; SL-0039; SL-0467; SL-0469
Q16534,SL-0191
Q8IZU0,SL-0191; SL-0086; SL-0468
Q8NBR6,
Q9NX70,SL-0191
Q9P0L1,SL-0191
Q9Y2T1,SL-0086
C4AMC7,SL-0094; SL-0093; SL-0231; SL-0291; SL-0286; SL-0023; SL-0046
O14526,SL-0069
P23443,SL-0261; SL-0172; SL-0173; SL-0191; SL-0086
P31943,SL-0190
Q15642,SL-0090; SL-0138; SL-0158; SL-0132; SL-0039; SL-0473; SL-0198
Q9C0E4,SL-0086; SL-0162
Q9H7E9,
Q9NYD6,SL-0191
P0C1Z6,SL-0191
P22004,SL-0243
Q13243,SL-0191
Q13461,SL-0191
Q58F21,SL-0191
Q6P5Q4,SL-0313; SL-0312; SL-0315; SL-0090
Q6UXH8,SL-0243
Q9H2X6,SL-0465; SL-0086; SL-0496
Q9NXG0,SL-0046
Q9P2E8,SL-0134
O94776,SL-0191
P01709,SL-0243; SL-0039
Q5C9Z4,SL-0188
Q6DT37,SL-0086
Q6PGQ7,
Q7Z7G1,SL-0086
Q86Y91,SL-0191; SL-0086; SL-0090
Q8IUW5,SL-0039
Q8N5S9,SL-0086; SL-0191
Q92949,SL-0191
Q96Q42,
Q99929,SL-0191
Q9BV68,SL-0086; SL-0191
Q9H093,
Q9NUL3,SL-0086; SL-0191; SL-0188; SL-0095
Q9Y3R0,SL-0088; SL-0197; SL-0283; SL-0086; SL-0147; SL-0219; SL-0297; SL-0097
Q9Y4F9,SL-0086; SL-0090; SL-0286; SL-0302; SL-0303; SL-0015
P51531,SL-0191
Q49A88,SL-0485
Q6NZI2,SL-0035; SL-0039; SL-0166; SL-0095; SL-0091; SL-0173; SL-0191
O60356,SL-0191; SL-0086; SL-0198
Q9UPE1,SL-0191; SL-0086
O00167,SL-0086; SL-0191
Q3V6T2,SL-0039; SL-0091; SL-0088; SL-0291; SL-0087; SL-0046
Q92667,SL-0172; SL-0173
Q9HC10,SL-0260; SL-0026; SL-0097; SL-0134; SL-0222; SL-0039; SL-0266
Q07955,SL-0086; SL-0186
P02545,SL-0180; SL-0178; SL-0190; SL-0181; SL-0186
Q9HAU0,SL-0086
Q01543,SL-0191
Q12950,SL-0191
Q2NKX9,
Q9P2D8,SL-0039
A1L020,SL-0086; SL-0191; SL-0230
P17029,SL-0191
Q52MB2,
Q8IY42,SL-0039
Q9GZZ0,SL-0191
Q5TC79,SL-0191
Q32MH5,SL-0191
Q7RTT4,
Q86XG9,SL-0086
Q8NEA5,SL-0162
Q8WUD4,
C9JXX5,SL-0097
Q8N8Z6,SL-0162
Q96M43,SL-0086
Q9NY87,SL-0086; SL-0191
Q8IV03,
Q76G19,SL-0138
Q8N535,
P61582,SL-0191
Q9Y2B9,
Q5TC04,
E9PJ23,
Q13670,
Q69YZ2,SL-0162
Q6ZSR3,SL-0173
Q71RG6,SL-0243
A0A1B0GUT2,
P59090,
O43609,SL-0086; SL-0162
O95447,
P48742,SL-0191
Q7L190,SL-0191
Q8NCU7,SL-0191
Q96HZ4,SL-0191
Q99674,SL-0243
Q9NXR8,SL-0191
Q9UDT6,SL-0086; SL-0090
Q9UJD0,SL-0258
Q9UQ05,SL-0162
Q00975,SL-0162
Q15468,SL-0091; SL-0046; SL-0138
Q2YD98,SL-0468
Q7L4E1,SL-0172
Q8N4Y2,
Q8TD17,SL-0191
Q92613,
Q96AY2,SL-0188
Q96ST8,SL-0091; SL-0048; SL-0448; SL-0046; SL-0169
Q99575,SL-0188
Q9BQG1,SL-0039; SL-0245
Q9Y383,SL-0186; SL-0190
O14782,SL-0090
O60841,SL-0086
P32927,SL-0162
Q03252,SL-0180
Q7Z3K3,SL-0191; SL-0468; SL-0086
Q86T90,
Q8WZ55,SL-0026
Q92797,SL-0090; SL-0265; SL-0039; SL-0038; SL-0190
Q9H461,SL-0162; SL-0132; SL-0039
Q9HD90,SL-0191
Q9UBF9,SL-0238; SL-0090; SL-0314
Q9UPG8,SL-0191
O00327,SL-0191; SL-0086; SL-0465
O95678,
P12259,SL-0243
P28906,SL-0162
P61296,SL-0191
Q13615,SL-0091; SL-0162
Q86UQ8,SL-0191
Q8N163,SL-0191; SL-0086; SL-0251
Q8N6P7,SL-0039
Q8NDZ2,SL-0465; SL-0086; SL-0313
Q9BUW7,SL-0038; SL-0090
Q9NV92,SL-0100; SL-0134; SL-0175
Q9Y4C8,SL-0188; SL-0190; SL-0086; SL-0468
O15522,SL-0191
O75427,SL-0039
O95400,SL-0086; SL-0191
P49848,SL-0191
Q5T890,SL-0191; SL-0048; SL-0173; SL-0047
Q8TF50,SL-0191
Q9NPY3,SL-0039
Q9UDV6,SL-0191
Q9Y448,SL-0191; SL-0149; SL-0448; SL-0484
Q9Y5K6,SL-0090; SL-0300; SL-0038
Q9BSJ6,SL-0191; SL-0188
O00468,SL-0111; SL-0258; SL-0039
Q14526,SL-0191
Q5TAB7,SL-0191
Q7Z5N4,SL-0039; SL-0258
Q13905,SL-0094
Q8NAV1,SL-0191
Q9NQ29,
Q5T3J3,SL-0468; SL-0181
Q04726,SL-0191; SL-0468
Q68CJ9,SL-0097; SL-0191
Q8IUR6,SL-0191
Q86Z02,SL-0191; SL-0086; SL-0186
Q5T8D3,SL-0203
Q6GTX8,SL-0039
Q03060,SL-0191; SL-0086
Q6K0P9,SL-0190; SL-0191; SL-0186
Q5T871,
Q53T59,
Q99666,SL-0086
Q9UJ99,SL-0039
Q9NQ03,SL-0191
P32314,SL-0191
Q6ZUX3,
Q6ZQQ6,
Q96F63,SL-0191
I3L3R5,SL-0243
Q5VXU3,SL-0039; SL-0088
Q8N4S0,
Q9BYJ0,SL-0112
Q5TG30,
Q9BZ97,SL-0162
P0DPR3,SL-0039
P59091,
Q6ZRP0,
Q3C1V9,
Q3LI58,
Q96M19,SL-0162
Q8NBR9,
P01858,
P0C880,
Q6ZSA8,
O60667,SL-0039; SL-0093; SL-0267; SL-0157; SL-0243
P31269,SL-0191; SL-0086
Q6P1W5,
Q86W92,SL-0138
Q9NQM4,SL-0086; SL-0266
Q9UH73,SL-0191
P22460,SL-0039
Q5W0B1,SL-0468
Q70EK8,SL-0265
Q7Z2Y5,
Q96I34,SL-0039
Q9UMQ3,SL-0191
Q9UPQ3,SL-0086
O43159,SL-0188
O76041,SL-0086
P14314,SL-0095
Q659A1,SL-0191
Q8NAM6,SL-0191; SL-0276
Q9H2S9,SL-0191
Q9H773,SL-0173; SL-0191; SL-0091
Q9ULH4,SL-0162; SL-0258; SL-0219
O00566,SL-0188; SL-0468
O75525,SL-0191
P43354,SL-0086; SL-0191
Q15544,SL-0191
Q5JX71,SL-0179
Q6DJT9,SL-0191
Q6VEQ5,SL-0093; SL-0231; SL-0152; SL-0023; SL-0046
Q86T24,SL-0191; SL-0086
Q86YC2,SL-0191
Q8N1F8,SL-0086
Q8NFN8,SL-0039
Q92835,SL-0086; SL-0039; SL-0370; SL-0090; SL-0162
Q9NYB0,SL-0191; SL-0086; SL-0468; SL-0276
Q9Y385,SL-0097
P25685,SL-0086; SL-0191; SL-0188
P60468,SL-0097
Q14161,
Q5TA81,
Q8N387,SL-0039; SL-0243
Q8N7X4,
Q8TDD1,SL-0188; SL-0190
Q8TDY4,SL-0086
Q969F0,SL-0173; SL-0172; SL-0097
Q96JH8,
Q9BZV3,SL-0513; SL-0514; SL-0146
Q9NX58,SL-0191; SL-0188; SL-0086; SL-0458
P05386,
Q5TD94,SL-0304; SL-0066
Q15853,SL-0191
Q7Z7G8,SL-0231; SL-0006; SL-0068; SL-0099; SL-0267; SL-0093; SL-0157
Q8TE77,SL-0090; SL-0191
O60840,SL-0162
P51957,SL-0066; SL-0086
P55265,SL-0086; SL-0191; SL-0188
Q00653,SL-0191; SL-0086
Q8IU57,SL-0162
Q9NRL3,SL-0086
Q9P0W2,SL-0191; SL-0468
O75398,SL-0191; SL-0086; SL-0243
P35579,SL-0090; SL-0138; SL-0541; SL-0039
Q8TC05,SL-0191; SL-0048; SL-0046
Q05516,SL-0191; SL-0494
Q96RL6,SL-0162
Q6IBW4,SL-0191; SL-0468
Q8NF91,SL-0183; SL-0191; SL-0178; SL-0090; SL-0313; SL-0132
Q7Z3D4,SL-0039; SL-0132
Q9Y4J8,SL-0086; SL-0258; SL-0039
Q16538,SL-0039
Q96P50,
P36915,
Q5HYM0,
Q5SZJ8,SL-0191
Q8WYN3,SL-0191
Q9H6D8,SL-0162; SL-0243
A0A075B6J9,SL-0243; SL-0039
Q14582,SL-0191
O75690,
Q96BN6,SL-0066
Q9BW30,SL-0086; SL-0090
Q9H501,SL-0188; SL-0190
Q9Y597,SL-0039
Q8N961,
Q96KC9,SL-0086; SL-0168; SL-0117; SL-0007
Q9Y242,SL-0191
Q8IYA7,SL-0191
O60268,SL-0086
Q5JQS6,
Q6ICG6,
Q96EK2,
Q7Z736,
Q9H6Y5,
Q5T6X4,SL-0162
P0DPE3,SL-0162
A6NJ08,
O95567,
Q8IVE0,
A8MQB3,
Q6UXV3,SL-0243
Q5TZK3,
P42566,SL-0086; SL-0039; SL-0069; SL-0093
Q7Z4V0,SL-0191
Q86YW5,SL-0039; SL-0086
Q8NA61,
Q96CV9,SL-0198; SL-0132; SL-0266; SL-0023; SL-0088; SL-0232
Q9P0T4,SL-0191
Q9Y2G9,
